,Bidding Zone,Installed Capacity [MW],Name,Production Type,Voltage Connection Level [kV]
26WIMPI-06077894,10Y1001A1001A71M,11.0,Parco eolico di Ricigliano,Wind Onshore,150.0
26WIMPI-S11CPDPZ,10Y1001A1001A71M,33.0,CAPODIPONTE,Hydro Water Reservoir,132.0
26WIMPI-S12PFNT3,10Y1001A1001A71M,23.0,PONTE FELICE,Hydro Run-of-river and poundage,150.0
26WIMPI-S15SGANH,10Y1001A1001A71M,39.0,SAN GREGORIO MAGNO,Wind Onshore,150.0
26WIMPI-S15IFVP4,10Y1001A1001A71M,54.0,IVPC FOIANO,Wind Onshore,150.0
26WIMPI-0447293N,10Y1001A1001A71M,12.0,TOPPA,Wind Onshore,150.0
26WIMPI-S13BLGN2,10Y1001A1001A71M,30.0,BOLOGNANO,Hydro Run-of-river and poundage,150.0
26WIMPI-S15ICDVL,10Y1001A1001A71M,15.0,I COLORI DEL VENTO,Wind Onshore,20.0
26WIMPI-S12TRRLD,10Y1001A1001A71M,1845.0,TORREVAL.NORD,Fossil Hard coal,380.0
26WIMPI-09116161,10Y1001A1001A71M,13.0,Schiavi Fonte Gelata IR2,Wind Onshore,150.0
26WIMZI-06863440,10Y1001A1001A71M,44.0,ALISEA,Wind Onshore,150.0
26WIMPI-S15TNGRW,10Y1001A1001A71M,20.0,TANAGRO,Hydro Run-of-river and poundage,150.0
26WIMPI-S15EMDNH,10Y1001A1001A71M,16.0,MONTEFALCONE,Wind Onshore,150.0
26WIMPI-S15CLRAF,10Y1001A1001A71M,12.0,CALORE,Hydro Run-of-river and poundage,60.0
26WIMPI-S15RCGLO,10Y1001A1001A71M,36.0,RICIGLIANO,Wind Onshore,150.0
26WIMPI-S16ICSC8,10Y1001A1001A71M,15.0,GRECI-MONTAGUTO,Wind Onshore,150.0
26WIMPI-S01CEGN7,10Y1001A1001A71M,48.0,COGENERAZIONE ELYO PRESSO MICHELIN CUNEO,Fossil Gas,132.0
26WIMPI-S15PRSN8,10Y1001A1001A71M,1005.0,PRESENZANO,Hydro Pumped Storage,380.0
26WIMPI-00524433,10Y1001A1001A71M,0.0,MEGASOL 13,Solar,150.0
26WIMPI-08902841,10Y1001A1001A71M,11.0,PUCCINI_13.360,Solar,150.0
26WIMPI-S03PTRMO,10Y1001A1001A71M,20.0,IMPIANTO DI TERMOVALORIZZAZIONE RIFIUTI DI TREZZO SULL'ADDA,Other,132.0
26WIMYI-S15MNTNB,10Y1001A1001A71M,32.0,MONTELUNGO,Hydro Run-of-river and poundage,150.0
26WIMPI-S12TRRVU,10Y1001A1001A71M,1488.0,TORREVALDALIGA,Other,380.0
26WIMPI-S15IBVPK,10Y1001A1001A71M,30.0,IVPC4 BISACCIA,Wind Onshore,150.0
26WIMPI-S15IMVPD,10Y1001A1001A71M,30.0,IVPC MONTEFALCONE,Wind Onshore,150.0
26WIMPI-04625084,10Y1001A1001A71M,20.0,Parco eolico di Campagna,Wind Onshore,150.0
26WIMPI-S12ATCRM,10Y1001A1001A71M,23.0,TOR DI VALLE,Other,10.0
26WIMYI-S13WT2EB,10Y1001A1001A71M,12.0,WTE2,Wind Onshore,150.0
26WIMPI-S15MPFWF,10Y1001A1001A71M,23.0,VALLESACCARDA 1,Wind Onshore,150.0
26WIMPI-S15M1TS3,10Y1001A1001A71M,16.0,MATESE 1S,Hydro Water Reservoir,150.0
26WIMPI-S12NZZNK,10Y1001A1001A71M,20.0,NAZZANO,Hydro Run-of-river and poundage,150.0
26WIMPI-S15SUIO9,10Y1001A1001A71M,7.0,SUIO,Hydro Run-of-river and poundage,60.0
26WIMPI-S01FARR4,10Y1001A1001A71M,50.0,ALBAPOWER SPA,Fossil Gas,132.0
26WIMPI-0892375P,10Y1001A1001A71M,11.0,Verdi_13.030,Solar,150.0
26WIMPI-S15TDARG,10Y1001A1001A71M,99.0,TERMOVALORIZZATORE DI ACERRA,Other,220.0
26WIMPI-07568042,10Y1001A1001A71M,10.0,Arlena Eolico ,Wind Onshore,150.0
26WIMPI-S09CSPLS,10Y1001A1001A71M,24.0,EVERFALESIA,Biomass,132.0
26WIMPI-0610999M,10Y1001A1001A71M,0.0,Monteverde ,Wind Onshore,150.0
26WIMPI-S16DWMNN,10Y1001A1001A71M,35.0,MONTAGUTO,Wind Onshore,150.0
26WIMZI-09119890,10Y1001A1001A71M,12.0,PAGANINI_13830,Solar,150.0
26WIMPI-S15GDSSP,10Y1001A1001A71M,40.0,Ginestra degli Schiavoni,Wind Onshore,150.0
26WIMPI-S12CGSTC,10Y1001A1001A71M,17.0,CASTEL GIUBILEO,Hydro Run-of-river and poundage,150.0
26WIMPI-S12ADRR4,10Y1001A1001A71M,10.0,CENTRALE DI COGENERAZIONE AEROPORTO FIUMICINO,Fossil Gas,20.0
26WIMPI-S15A2NDX,10Y1001A1001A71M,22.0,ANDRETTA 22MW,Wind Onshore,150.0
26WIMPI-S15GDSNZ,10Y1001A1001A71M,18.0,GINESTRA,Wind Onshore,20.0
26WIMPI-S15SCMPU,10Y1001A1001A71M,32.0,IMPIANTO EOLICO SCAMPITELLA,Wind Onshore,150.0
26WIMPI-S16CNDLL,10Y1001A1001A72K,401.0,CANDELA,Fossil Gas,380.0
26WIMPI-0606431F,10Y1001A1001A72K,22.0,PONTE ALBANITO,Wind Onshore,150.0
26WIMPI-0894216Z,10Y1001A1001A72K,14.0,Ripalonga,Wind Onshore,150.0
26WIMPI-S16CSSCB,10Y1001A1001A72K,421.0,RATINO,Fossil Gas,380.0
26WIMPI-05898537,10Y1001A1001A72K,32.0,SERRA DI CRISTO,Wind Onshore,150.0
26WIMPI-S14TERME,10Y1001A1001A72K,769.0,ENERGIA MOLISE,Fossil Gas,380.0
26WIMPI-0304845J,10Y1001A1001A72K,26.0,EolicoLucera-BorgoSanGiusto,Wind Onshore,150.0
26WIMPI-0393807F,10Y1001A1001A72K,13.0,TROIA CANCARRO,Solar,150.0
26WIMPI-S13CDGNT,10Y1001A1001A72K,840.0,GISSI,Fossil Gas,380.0
26WIMPI-S05LROES,10Y1001A1001A73I,12.0,LOREO,Solar,132.0
26WIMPI-S02VLPL3,10Y1001A1001A73I,130.0,VALPELLINE,Hydro Water Reservoir,220.0
26WIMPI-S03GRGNY,10Y1001A1001A73I,137.0,GARGNANO,Hydro Pumped Storage,220.0
26WIMPI-07978333,10Y1001A1001A73I,13.0,Finale Emilia Biomassa,Biomass,132.0
26WIMPI-S08CB2NJ,10Y1001A1001A73I,13.0,C.LE FERRARA CASSANA,Other,132.0
26WIMPI-S01CCBLY,10Y1001A1001A73I,18.0,CENTRALE DI COGENERAZIONE DI BARDONECCHIA,Fossil Gas,15.0
26WIMPI-S05SNRV3,10Y1001A1001A73I,15.0,SORIO NUOVA,Hydro Run-of-river and poundage,20.0
26WIMPI-M03SFRN0,10Y1001A1001A73I,272.0,S.FIORANO_GENERAZIONE,Hydro Water Reservoir,380.0
26WIMPI-S04PRDZ5,10Y1001A1001A73I,15.0,PREDAZZO,Hydro Run-of-river and poundage,132.0
26WIMPI-S05CNTRB,10Y1001A1001A73I,134.0,PORTO VIRO,Fossil Gas,132.0
26WIMPI-0543164A,10Y1001A1001A73I,17.0,Biogen Chivasso,Biomass,10.0
26WIMPI-S01CDRGT,10Y1001A1001A73I,18.0,COGENERAZIONE DI RIVOLI CENTO,Fossil Gas,20.0
26WIMPI-S04SFLVM,10Y1001A1001A73I,180.0,S.FLORIANO,Hydro Run-of-river and poundage,220.0
26WIMPI-S02CHTLS,10Y1001A1001A73I,29.0,CHATILLON,Hydro Run-of-river and poundage,132.0
26WIMPI-S04SPNCE,10Y1001A1001A73I,34.0,S.PANCRAZIO,Hydro Water Reservoir,220.0
26WIMPI-S03UAPTU,10Y1001A1001A73I,15.0,ENI S.P.A. - RAFFINERIA DI SANNAZZARO,Fossil Oil,132.0
26WIMPI-S03ALMVH,10Y1001A1001A73I,49.0,LOVERO,Hydro Run-of-river and poundage,132.0
26WIMPI-S01PVVR6,10Y1001A1001A73I,50.0,PIEVE VERGONTE II,Hydro Run-of-river and poundage,132.0
26WIMPI-S05CNCNX,10Y1001A1001A73I,27.0,CENCENIGHE,Hydro Run-of-river and poundage,132.0
26WIMPI-S04CRZNS,10Y1001A1001A73I,11.0,CARZANO,Hydro Run-of-river and poundage,60.0
26WIMPI-S03UETNE,10Y1001A1001A73I,8.0,P. RUSCA,Hydro Run-of-river and poundage,132.0
26WIMPI-S01CHMNE,10Y1001A1001A73I,16.0,CHIOMONTE,Hydro Run-of-river and poundage,132.0
26WIMPI-S02CVLOR,10Y1001A1001A73I,41.0,COVALOU,Hydro Run-of-river and poundage,132.0
26WIMPI-S03PDNTC,10Y1001A1001A73I,13.0,PANTANO D'AVIO,Hydro Water Reservoir,132.0
26WIMPI-S04MMLGH,10Y1001A1001A73I,12.0,MALGA MARE,Hydro Water Reservoir,132.0
26WIMPI-S05FDZRI,10Y1001A1001A73I,11.0,FORNO DI ZOLDO,Hydro Run-of-river and poundage,132.0
26WIMPI-S06BRCS6,10Y1001A1001A73I,25.0,BARCIS,Hydro Run-of-river and poundage,60.0
26WIMPI-S02VRREO,10Y1001A1001A73I,12.0,VERRES,Hydro Run-of-river and poundage,15.0
26WIMPI-S03ASMTU,10Y1001A1001A73I,30.0,STAZZONA,Hydro Run-of-river and poundage,132.0
26WIMPI-S01V2RZE,10Y1001A1001A73I,32.0,VARZO 2,Hydro Run-of-river and poundage,132.0
26WIMPI-S08LGNCO,10Y1001A1001A73I,9.0,LIGONCHIO OZOLA,Hydro Run-of-river and poundage,132.0
26WIMPI-S06MDNU7,10Y1001A1001A73I,10.0,MEDUNO,Hydro Water Reservoir,132.0
26WIMPI-S04BRSS7,10Y1001A1001A73I,89.0,BRESSANONE,Hydro Run-of-river and poundage,132.0
26WIMPI-F01PVNTJ,10Y1001A1001A73I,75.0,PONT VENTOUX_2 ,Hydro Run-of-river and poundage,132.0
26WIMPI-S07ARLIZ,10Y1001A1001A73I,8.0,AIROLE,Hydro Run-of-river and poundage,60.0
26WIMPI-00998254,10Y1001A1001A73I,27.0,IMPIANTO FV SANT'ALBERTO FORELLO,Solar,132.0
26WIMPI-S06SLNRP,10Y1001A1001A73I,18.0,S.LEONARDO,Hydro Run-of-river and poundage,132.0
26WIMPI-S03SCNDX,10Y1001A1001A73I,38.0,CAMPO,Hydro Run-of-river and poundage,132.0
26WIMZI-S01GGLO0,10Y1001A1001A73I,36.0,GOGLIO,Other,132.0
26WIMPIASS-CL-1D,10Y1001A1001A73I,377.0,S.MASSENZA 1 (Molveno),Hydro Pumped Storage,220.0
26WIMPI-S03T1CNB,10Y1001A1001A73I,18.0,AEMTECNO,Fossil Gas,20.0
26WIMPI-S01SMNRE,10Y1001A1001A73I,8.0,SAN MAURO,Hydro Run-of-river and poundage,22.0
26WIMPI-S03UPTVS,10Y1001A1001A73I,35.0,PARAVISO,Hydro Run-of-river and poundage,132.0
26WIMPI-S05BMSSL,10Y1001A1001A73I,48.0,BUSSOLENGO,Hydro Run-of-river and poundage,132.0
26WIMPI-S08PCRTB,10Y1001A1001A73I,742.0,PORTO CORSINI,Fossil Gas,380.0
26WIMPI-S01ARSID,10Y1001A1001A73I,14.0,AIRASCA_2,Biomass,15.0
26WIMYI-S01CDRVB,10Y1001A1001A73I,46.0,CREVOLA D.,Hydro Run-of-river and poundage,132.0
26WIMPI-S01MNCLB,10Y1001A1001A73I,780.0,MONCALIERI,Fossil Gas,220.0
26WIMPI-S01LNEIG,10Y1001A1001A73I,380.0,LEINI,Fossil Gas,380.0
26WIMPI-S04CSTL9,10Y1001A1001A73I,87.0,CASTELBELLO,Hydro Run-of-river and poundage,220.0
26WIMPI-S04RPST7,10Y1001A1001A73I,21.0,RIO PUSTERIA,Hydro Run-of-river and poundage,132.0
26WIMPI-S08ERNPQ,10Y1001A1001A73I,930.0,ENIPOWER RAVENNA,Other,380.0
26WIMPI-R01ENTRX,10Y1001A1001A73I,125.0,ENTRACQUE ROVINA,Hydro Pumped Storage,380.0
26WIMPI-S01CHVSE,10Y1001A1001A73I,1123.0,CHIVASSO,Fossil Gas,380.0
26WIMPI-S01BRDN6,10Y1001A1001A73I,23.0,BARDONECCHIA,Hydro Water Reservoir,132.0
26WIMPI-S04BSRGU,10Y1001A1001A73I,11.0,Bergkristall Stieber,Hydro Run-of-river and poundage,20.0
26WIMPI-S03ATMN1,10Y1001A1001A73I,10.0,MAZZUNNO,Hydro Run-of-river and poundage,60.0
26WIMPI-S03GRLE0,10Y1001A1001A73I,13.0,GEROLA,Hydro Water Reservoir,132.0
26WIMPI-S06WRTSZ,10Y1001A1001A73I,12.0,WARTSILA ITALIA S.P.A,Other,132.0
26WIMPI-S05GRDNV,10Y1001A1001A73I,13.0,GARDONA,Hydro Run-of-river and poundage,132.0
26WIMPI-S03SRMDD,10Y1001A1001A73I,1151.0,SERMIDE,Fossil Gas,380.0
26WIMPI-S03AFYPH,10Y1001A1001A73I,56.0,IMPIANTO DI PRESELEZIONE E TERMOVALORIZZAZIONE SILLA2,Other,132.0
26WIMPI-S08CDRS0,10Y1001A1001A73I,12.0,IMPIANTO EOLICO CASONI,Wind Onshore,132.0
26WIMPI-S03BBSR5,10Y1001A1001A73I,9.0,GOLTARA,Other,132.0
26WIMPI-S03SFRNQ,10Y1001A1001A73I,272.0,S.FIORANO,Hydro Pumped Storage,380.0
26WIMPI-S03UWTHS,10Y1001A1001A73I,13.0,U.P.  WHIRLPOOL,Fossil Gas,132.0
26WIMPI-S04PMRM9,10Y1001A1001A73I,8.0,PREMESA,Hydro Run-of-river and poundage,132.0
26WIMPI-S01PLLNA,10Y1001A1001A73I,41.0,PALLANZENO,Hydro Run-of-river and poundage,132.0
26WIMPI-S05CPRT5,10Y1001A1001A73I,15.0,CENTRALE ADRIA,Fossil Gas,20.0
26WIMPIMONICA-1D,10Y1001A1001A73I,130.0,CEDEGOLO,Hydro Run-of-river and poundage,220.0
26WIMPI-S01CDRS5,10Y1001A1001A73I,68.0,CADARESE,Hydro Run-of-river and poundage,132.0
26WIMPI-0884908C,10Y1001A1001A73I,27.0,BIOMASSE RUSSI,Biomass,132.0
26WIMPI-S04SVLBZ,10Y1001A1001A73I,44.0,S.VALBURGA,Hydro Run-of-river and poundage,220.0
26WIMPI-S01FNDVN,10Y1001A1001A73I,9.0,FONDOVALLE,Hydro Run-of-river and poundage,132.0
26WIMPI-S03SDPTS,10Y1001A1001A73I,10.0,S.PIETRO ORZIO,Hydro Run-of-river and poundage,132.0
26WIMPI-S05N7V1T,10Y1001A1001A73I,65.0,NOVE,Hydro Run-of-river and poundage,132.0
26WIMPI-S05CABMG,10Y1001A1001A73I,38.0,CA DEL BUE,Fossil Gas,132.0
26WIMPII-NOCE-1C,10Y1001A1001A73I,161.0,TAIO,Hydro Water Reservoir,220.0
26WIMPI-0030296C,10Y1001A1001A73I,12.0,CENTRALE SACCO_1,Biomass,132.0
26WIMPI-S08SLSM8,10Y1001A1001A73I,15.0,SALSOMINORE,Hydro Run-of-river and poundage,132.0
26WIMPI-S03LDRG9,10Y1001A1001A73I,9.0,LUDRIGNO DER. SERIO,Hydro Run-of-river and poundage,132.0
26WIMPI-0305585E,10Y1001A1001A73I,18.0,Vaprio d'adda,Hydro Run-of-river and poundage,132.0
26WIMPI-S01SASMK,10Y1001A1001A73I,11.0,SUSA,Hydro Run-of-river and poundage,132.0
26WIMPI-0077109F,10Y1001A1001A73I,18.0,BiOlevano biomassa,Biomass,132.0
26WIMPI-S01TRNVI,10Y1001A1001A73I,7.0,TORNAVENTO,Hydro Run-of-river and poundage,132.0
26WIMPI-S01CMPLQ,10Y1001A1001A73I,8.0,CAMPLICCIOLI,Hydro Water Reservoir,15.0
26WIMPI-S03OSTG2,10Y1001A1001A73I,1123.0,OSTIGLIA,Fossil Gas,380.0
26WIMPI-S05CVLLF,10Y1001A1001A73I,24.0,CAVILLA,Hydro Water Reservoir,132.0
26WIMPI-S08CCVRV,10Y1001A1001A73I,10.0,FAENZA CONVERTITE,Other,132.0
26WIMPI-0364390Z,10Y1001A1001A73I,25.0,Alfonsine 2,Solar,132.0
26WIMPI-S05ZTGNU,10Y1001A1001A73I,0.0,Zignago Power,Biomass,10.0
26WIMPI-S02FBRGG,10Y1001A1001A73I,10.0,Faubourg,Hydro Run-of-river and poundage,132.0
26WIMPI-0605986C,10Y1001A1001A73I,13.0,TERMOVALORIZZATORE PBZ,Biomass,60.0
26WIMPI-S01ACCGE,10Y1001A1001A73I,19.0,ACCEGLIO,Hydro Run-of-river and poundage,132.0
26WIMPI-0066050X,10Y1001A1001A73I,395.0,TORINO NORD,Fossil Gas,220.0
26WIMPI-S01FCNU2,10Y1001A1001A73I,13.0,FUCINE,Hydro Run-of-river and poundage,132.0
26WIMPI-S04CRDA9,10Y1001A1001A73I,121.0,CARDANO,Hydro Run-of-river and poundage,220.0
26WIMPI-S05SVNRS,10Y1001A1001A73I,13.0,SAVINER,Hydro Run-of-river and poundage,132.0
26WIMPI-S01VNDI6,10Y1001A1001A73I,60.0,VINADIO,Hydro Run-of-river and poundage,132.0
26WIMPI-S04RDGLX,10Y1001A1001A73I,119.0,RIVA DEL GARDA - NUOVO,Hydro Pumped Storage,132.0
26WIMPI-S04CMRNZ,10Y1001A1001A73I,13.0,CURON,Hydro Run-of-river and poundage,132.0
26WIMPI-S05ZVEI1,10Y1001A1001A73I,16.0,ZEVIO,Hydro Run-of-river and poundage,132.0
26WIMPI-S05SVRZ0,10Y1001A1001A73I,214.0,SOVERZENE,Hydro Water Reservoir,220.0
26WIMPI-S04CTNT7,10Y1001A1001A73I,27.0,CENTRALE TEL,Hydro Run-of-river and poundage,60.0
26WIMPI-S03UDTRA,10Y1001A1001A73I,9.0,DARFO,Hydro Run-of-river and poundage,132.0
26WIMPI-S04TRBLJ,10Y1001A1001A73I,110.0,TORBOLE,Hydro Run-of-river and poundage,220.0
26WIMPI-0760710Z,10Y1001A1001A73I,61.0,Impianto di Bolgiano,Fossil Gas,132.0
26WIMPIALENCO-1B,10Y1001A1001A73I,350.0,LANZADA,Hydro Water Reservoir,220.0
26WIMPI-S08SBMRJ,10Y1001A1001A73I,22.0,CENTRALE A BIOMASSE BANDO D'ARGENTA,Biomass,132.0
26WIMPI-S01SDMNO,10Y1001A1001A73I,12.0,S.DAMIANO,Hydro Run-of-river and poundage,132.0
26WIMPI-S04CENRY,10Y1001A1001A73I,26.0,IMPIANTO IDROELETTRICO DEL PASSIRIO,Hydro Run-of-river and poundage,132.0
26WIMPI-S03TLMNC,10Y1001A1001A73I,18.0,TALAMONA,Hydro Run-of-river and poundage,60.0
26WIMPI-S03TSRBU,10Y1001A1001A73I,10.0,TURBIGO S.,Hydro Run-of-river and poundage,132.0
26WIMPI-S03CRNAM,10Y1001A1001A73I,48.0,CARONA,Hydro Water Reservoir,132.0
26WIMPI-S03PCSCZ,10Y1001A1001A73I,10.0,POSCHIAVINO C.LE,Hydro Run-of-river and poundage,15.0
26WIMPI-S01CRTOP,10Y1001A1001A73I,17.0,CROT,Hydro Run-of-river and poundage,132.0
26WIMPI-S08ESDS9,10Y1001A1001A73I,137.0,SAN  QUIRICO,Fossil Gas,132.0
26WIMPI-S03SBNFX,10Y1001A1001A73I,88.0,BOFFALORA,Fossil Gas,132.0
26WIMPI-S04PRCMY,10Y1001A1001A73I,35.0,PRACOMUNE,Hydro Pumped Storage,220.0
26WIMPI-S05CSTL3,10Y1001A1001A73I,17.0,CASTELLETTO,Hydro Run-of-river and poundage,132.0
26WIMPI-S04CDCAV,10Y1001A1001A73I,55.0,ALTO GARDA POWER SRL,Fossil Gas,132.0
26WIMPI-S03RCSL7,10Y1001A1001A73I,12.0,RESIO,Hydro Run-of-river and poundage,132.0
26WIMPI-S01VTZZU,10Y1001A1001A73I,31.0,VIZZOLA T.,Hydro Run-of-river and poundage,132.0
26WIMPI-S06MTNFA,10Y1001A1001A73I,315.0,MONFALCONE,Fossil Hard coal,220.0
26WIMPI-S05PLSEK,10Y1001A1001A73I,30.0,PELOS,Hydro Run-of-river and poundage,132.0
26WIMPI-S01BRDTV,10Y1001A1001A73I,18.0,BARDONETTO,Hydro Run-of-river and poundage,132.0
26WIMPI-S01CEMPM,10Y1001A1001A73I,16.0,Centrale idroelettrica Megolo e Ceppomorelli,Hydro Run-of-river and poundage,132.0
26WIMPI-S01FDEIC,10Y1001A1001A73I,10.0,FEDIO,Hydro Run-of-river and poundage,132.0
26WIMPI-S08PLCNW,10Y1001A1001A73I,806.0,PIACENZA,Fossil Gas,380.0
26WIMPI-S03TRBGZ,10Y1001A1001A73I,1079.0,TURBIGO,Other,380.0
26WIMPI-S08SERM2,10Y1001A1001A73I,0.0,SARMATO,Fossil Gas,220.0
26WIMPI-S03DSSO7,10Y1001A1001A73I,43.0,DOSSI,Hydro Water Reservoir,132.0
26WIMPI-S04CGLO1,10Y1001A1001A73I,98.0,COGOLO,Hydro Run-of-river and poundage,132.0
26WIMPI-ADDA2-1U,10Y1001A1001A73I,42.0,EDIS ESTERLE,Hydro Run-of-river and poundage,132.0
26WIMPI-S02SGNYI,10Y1001A1001A73I,42.0,SIGNAYES,Hydro Run-of-river and poundage,132.0
26WIMPI-S05SCTIU,10Y1001A1001A73I,18.0,SICET,Biomass,132.0
26WIMPI-01218085,10Y1001A1001A73I,31.0,ALFONSINE,Solar,132.0
26WIMPI-S05ESPRU,10Y1001A1001A73I,65.0,EMMEZETA SOLAR PARK ROVIGO,Solar,132.0
26WIMPI-S01BTTG1,10Y1001A1001A73I,20.0,BATTIGGIO,Hydro Run-of-river and poundage,60.0
26WIMPI-S03SRCOL,10Y1001A1001A73I,16.0,C.T.E.C.,Fossil Gas,15.0
26WIMPI-S04MSCRZ,10Y1001A1001A73I,40.0,MASOCORONA,Hydro Water Reservoir,132.0
26WIMPI-S04CTNB6,10Y1001A1001A73I,18.0,RIO RIVA,Hydro Run-of-river and poundage,20.0
26WIMPI-S03XMCMK,10Y1001A1001A73I,164.0,MESE,Hydro Run-of-river and poundage,132.0
26WIMPI-S01ACTV7,10Y1001A1001A73I,50.0,ACTV,Fossil Gas,132.0
26WIMPI-S03BRDG8,10Y1001A1001A73I,48.0,BORDOGNA,Hydro Run-of-river and poundage,132.0
26WIMPI-S07CERNC,10Y1001A1001A73I,22.0,CAIRO,Fossil Coal-derived gas,132.0
26WIMPIOVESCA-1G,10Y1001A1001A73I,43.0,ROVESCA,Hydro Water Reservoir,132.0
26WIMPI-S06PGNTJ,10Y1001A1001A73I,18.0,PONTE GIULIO,Hydro Run-of-river and poundage,132.0
26WIMPI-S01PVNTQ,10Y1001A1001A73I,150.0,PONT VENTOUX,Other,132.0
26WIMZI-S01BVRG0,10Y1001A1001A73I,140.0,VERZUOLO,Other,132.0
26WIMPI-S01FUNS8,10Y1001A1001A73I,18.0,FENESTRELLE,Hydro Run-of-river and poundage,132.0
26WIMPI-S02ISLLF,10Y1001A1001A73I,32.0,ISOLLAZ,Hydro Run-of-river and poundage,132.0
26WIMPI-S05PMNT1,10Y1001A1001A73I,8.0,PONTE MALON,Hydro Run-of-river and poundage,132.0
26WIMPI-S05AZTT6,10Y1001A1001A73I,236.0,AZOTATI,Fossil Gas,220.0
26WIMPI-0456524T,10Y1001A1001A73I,15.0,Torrent,Hydro Run-of-river and poundage,132.0
26WIMPIGROSIO-11,10Y1001A1001A73I,655.0,GROSIO,Hydro Run-of-river and poundage,220.0
26WIMPI-S01RIQTM,10Y1001A1001A73I,50.0,CENTRALE COGENERAZIONE - ROQUETTE ITALIA,Fossil Gas,132.0
26WIMPI-S08PRDRY,10Y1001A1001A73I,12.0,PREDARE,Hydro Run-of-river and poundage,132.0
26WIMPI-S03ELMLH,10Y1001A1001A73I,44.0,PARONA,Other,132.0
26WIMPI-S03TVZZK,10Y1001A1001A73I,1411.0,TAVAZZANO,Other,380.0
26WIMPI-S01ENTRP,10Y1001A1001A73I,1064.0,ENTRACQUE_CHRO,Hydro Pumped Storage,380.0
26WIMYI-S04STROB,10Y1001A1001A73I,19.0,STORO,Hydro Run-of-river and poundage,132.0
26WIMPI-S01CRGEA,10Y1001A1001A73I,39.0,CREGO,Hydro Run-of-river and poundage,220.0
26WIMPI-S03SSSN8,10Y1001A1001A73I,111.0,SESTO SAN GIOVANNI,Fossil Gas,220.0
26WIMYI-S03ARDNB,10Y1001A1001A73I,56.0,ARDENNO,Hydro Run-of-river and poundage,132.0
26WIMPI-S06CHVLZ,10Y1001A1001A73I,20.0,CHIEVOLIS,Hydro Water Reservoir,132.0
26WIMPI-S03CRNOV,10Y1001A1001A73I,15.0,CORENNO,Hydro Run-of-river and poundage,15.0
26WIMPI-S08FCTVE,10Y1001A1001A73I,25.0,FEATV2,Waste,132.0
26WIMPI-S01ECLF6,10Y1001A1001A73I,804.0,E.ON C.TE LIVORNO FERRARIS ,Fossil Gas,380.0
26WIMPI-S01DCRNE,10Y1001A1001A73I,10.0,DRONERO C.,Hydro Run-of-river and poundage,132.0
26WIMPI-S08TCNB2,10Y1001A1001A73I,10.0,TECNOBORGO,Waste,132.0
26WIMPI-S02HN2OH,10Y1001A1001A73I,12.0,HONE2,Hydro Run-of-river and poundage,132.0
26WIMPI-S05PMAR7,10Y1001A1001A73I,753.0,LEVANTE,Fossil Gas,220.0
26WIMPI-S04SSLSD,10Y1001A1001A73I,19.0,S.SILVESTRO,Hydro Run-of-river and poundage,132.0
26WIMPI-0137768T,10Y1001A1001A73I,37.0,SANT'ANDREA ENERGIA PULITA,Biomass,132.0
26WIMPI-S03CLGN4,10Y1001A1001A73I,18.0,LINATE 1,Fossil Gas,22.0
26WIMPI-S02CHVNI,10Y1001A1001A73I,30.0,CHAVONNE,Hydro Run-of-river and poundage,132.0
26WIMPI-M03IMSLN,10Y1001A1001A73I,9.0,MANTELERA,Hydro Run-of-river and poundage,132.0
26WIMPI-S03MILLT,10Y1001A1001A73I,16.0,MALLERO,Hydro Run-of-river and poundage,132.0
26WIMPI-S07SMNC8,10Y1001A1001A73I,10.0,SAN MICHELE CAROSO,Hydro Water Reservoir,22.0
26WIMPI-S04VNLNS,10Y1001A1001A73I,55.0,VAL NOANA,Hydro Water Reservoir,132.0
26WIMPI-S01CSTD6,10Y1001A1001A73I,28.0,CASTELDELF,Hydro Water Reservoir,132.0
26WIMPI-S08LCCS4,10Y1001A1001A73I,1407.0,LA CASELLA C.LE,Fossil Gas,380.0
26WIMPI-S01KMBRG,10Y1001A1001A73I,18.0,KIMBERLY CLARK SRL,Fossil Gas,132.0
26WIMPI-S01VRMPN,10Y1001A1001A73I,54.0,VERAMPIO,Hydro Run-of-river and poundage,220.0
26WIMPII-LIRO-1L,10Y1001A1001A73I,118.0,ISOLATO SPLUGA,Hydro Water Reservoir,132.0
26WIMPI-S08LPNEL,10Y1001A1001A73I,10.0,LE PIANE,Hydro Run-of-river and poundage,132.0
26WIMYI-S04BZZOB,10Y1001A1001A73I,95.0,BOAZZO,Hydro Water Reservoir,220.0
26WIMPI-S01PTRRQ,10Y1001A1001A73I,13.0,PIETRAPORZIO,Hydro Run-of-river and poundage,132.0
26WIMPI-S03ACMNW,10Y1001A1001A73I,748.0,CASSANO,Fossil Gas,380.0
26WIMPI-S06ECLTM,10Y1001A1001A73I,45.0,CET SERVOLA,Other,132.0
26WIMPI-S02ZNUI3,10Y1001A1001A73I,23.0,ZUINO,Hydro Run-of-river and poundage,132.0
26WIMPI-S07RCNTJ,10Y1001A1001A73I,8.0,CENTRALE IDROELETTRICA DI CANATE,Hydro Run-of-river and poundage,22.0
26WIMPI-S04GRGNS,10Y1001A1001A73I,14.0,GRIGNO,Hydro Run-of-river and poundage,60.0
26WIMPI-S02GRSSV,10Y1001A1001A73I,16.0,GRESSONEY,Hydro Water Reservoir,132.0
